user,login_hour,files_accessed,commands_executed,session_duration,failed_logins
nina,8,3,30,96,1
paul,6,7,13,92,1
irene,18,8,19,110,0
alice,11,1,17,32,0
bob,23,7,23,74,1
irene,6,7,23,120,1
oscar,21,15,26,35,0
linda,9,2,23,42,1
mike,21,15,27,20,1
nina,13,12,30,58,1
emma,11,8,29,118,0
nina,16,13,14,86,0
oscar,22,13,24,81,0
jack,22,12,18,81,1
grace,11,12,14,75,1
nina,20,13,24,56,0
alice,8,10,19,109,1
queen,15,8,10,33,0
tom,8,8,27,106,0
grace,10,7,27,48,0
mike,23,11,20,24,0
linda,8,11,17,18,0
henry,21,13,14,116,0
grace,10,9,7,14,1
alice,9,15,22,50,0
nina,14,6,22,53,1
paul,18,15,16,10,0
tom,15,15,24,107,1
kevin,17,9,12,71,1
nina,22,2,30,59,1
oscar,16,12,14,33,0
sarah,11,11,25,38,1
paul,12,1,12,16,1
grace,11,5,21,38,1
frank,16,7,6,79,1
mike,23,8,21,45,0
irene,14,10,29,78,0
charlie,16,12,14,46,1
frank,14,8,7,94,1
paul,22,10,29,51,1
bob,22,3,6,88,0
jack,23,6,21,53,1
alice,9,14,23,94,0
emma,11,1,25,39,1
charlie,12,2,21,23,0
tom,22,5,14,99,1
tom,20,6,9,35,0
henry,22,14,9,23,1
linda,8,3,15,87,0
frank,13,6,8,39,1
queen,6,5,28,10,0
david,12,10,22,28,0
paul,22,3,30,46,1
robert,13,9,7,84,1
queen,17,15,23,59,0
irene,10,15,15,81,0
tom,21,15,21,117,0
tom,9,4,20,61,0
mike,22,3,22,98,1
jack,23,15,10,38,1
linda,9,1,6,34,0
charlie,15,11,21,95,1
robert,7,100,125,21,3
linda,11,9,10,25,0
linda,11,15,23,51,1
nina,18,4,13,100,0
henry,21,1,24,43,0
nina,16,15,25,112,1
oscar,11,9,5,23,0
emma,11,7,11,113,0
irene,13,15,16,111,0
linda,9,4,5,67,1
henry,21,11,12,56,1
david,15,12,18,26,0
mike,22,8,25,74,0
grace,10,4,30,61,0
grace,9,9,24,120,0
mike,23,14,11,120,1
jack,22,103,110,112,6
robert,10,8,14,20,0
paul,15,7,5,16,1
charlie,16,7,22,57,0
alice,10,4,9,47,1
sarah,10,1,13,60,0
bob,21,6,7,51,1
kevin,17,4,21,12,0
kevin,10,2,14,98,1
tom,17,11,19,105,1
emma,9,11,13,44,1
irene,14,3,21,32,0
robert,21,5,7,38,0
oscar,7,14,15,85,0
charlie,12,11,15,25,1
paul,8,10,16,98,0
sarah,10,12,22,29,0
henry,23,3,8,13,0
oscar,18,5,16,15,1
sarah,8,2,12,52,1
charlie,13,2,29,117,0
nina,16,2,9,63,1
paul,13,6,17,16,1
david,13,9,17,20,1
irene,15,14,23,119,1
linda,8,8,14,41,0
jack,21,8,23,114,1
paul,21,10,24,37,1
emma,10,72,112,27,7
charlie,14,2,18,65,0
frank,14,8,30,85,0
bob,22,11,22,33,0
sarah,11,15,10,79,0
robert,15,5,17,12,1
henry,23,13,5,100,1
alice,10,8,21,55,1
irene,6,15,10,49,1
alice,10,7,28,105,0
alice,9,7,20,79,0
alice,10,7,13,14,1
henry,22,8,28,101,0
david,16,12,16,64,0
robert,21,8,6,63,0
emma,11,8,30,69,0
bob,22,8,11,83,1
charlie,14,9,11,10,0
frank,12,12,25,60,0
mike,22,8,22,44,0
robert,15,6,29,58,1
sarah,10,11,28,13,1
sarah,9,1,10,93,1
kevin,20,5,11,12,1
mike,23,13,10,72,1
charlie,15,10,10,53,0
charlie,16,13,12,55,1
henry,21,3,22,15,1
sarah,11,12,12,119,0
jack,21,14,7,67,0
alice,10,13,30,95,0
grace,11,15,29,119,0
paul,13,9,26,81,0
henry,21,7,23,68,1
jack,21,8,12,63,1
queen,8,4,14,110,1
oscar,13,7,18,71,1
robert,15,13,10,75,0
sarah,8,9,7,72,1
henry,22,11,11,61,1
mike,22,8,11,113,1
paul,13,6,28,97,0
bob,21,11,14,112,0
david,15,15,16,46,1
grace,8,4,22,51,1
emma,8,11,13,78,1
linda,8,7,24,39,0
grace,10,4,26,75,1
frank,14,4,30,93,1
david,12,6,21,22,1
henry,22,47,183,100,4
nina,9,3,28,95,0
oscar,7,1,17,84,0
irene,21,9,7,107,0
grace,9,5,30,10,0
sarah,8,6,8,92,1
nina,13,10,25,57,0
grace,8,12,25,105,0
alice,9,9,28,31,1
frank,13,2,30,98,0
frank,16,13,6,68,0
tom,6,8,21,82,1
irene,9,6,23,53,1
david,14,7,22,13,0
jack,23,13,10,93,0
jack,21,10,5,50,1
linda,11,3,11,92,0
nina,16,13,10,40,1
bob,22,14,16,105,0
bob,21,8,23,98,1
sarah,9,14,10,45,1
alice,8,5,25,95,0
linda,8,11,28,14,0
robert,14,13,30,76,0
jack,21,11,6,68,1
alice,10,7,7,91,1
queen,14,10,28,84,1
paul,20,7,5,99,0
david,13,8,15,17,1
kevin,15,15,28,68,1
david,16,10,29,52,0
charlie,13,12,27,18,0
jack,23,4,23,109,0
david,12,5,21,85,1
mike,22,10,30,32,1
oscar,6,13,10,70,0
henry,23,8,28,110,0
grace,8,8,27,27,1
alice,9,3,18,55,0
irene,11,1,6,44,1
charlie,13,1,29,103,1
david,15,3,21,103,0
alice,11,1,15,102,1
oscar,9,5,25,90,1
kevin,18,6,11,30,0
kevin,11,11,8,50,1
david,14,6,11,22,1
nina,13,14,17,115,0
tom,9,15,19,21,0
henry,21,9,19,29,1
alice,8,13,21,14,1
emma,9,11,17,16,0
robert,17,7,12,90,1
robert,20,6,22,89,1
grace,8,9,14,77,1
irene,13,5,18,26,1
henry,21,3,24,48,0
henry,21,13,29,14,1
nina,7,2,7,46,1
bob,23,2,8,79,1
oscar,16,5,12,36,1
tom,21,1,18,86,0
bob,22,8,21,25,1
irene,12,6,22,15,0
mike,21,12,18,74,1
alice,10,2,25,58,1
irene,12,8,10,110,0
bob,23,6,6,108,1
mike,22,13,23,84,0
emma,8,10,14,81,0
henry,22,3,28,103,1
tom,7,4,27,116,1
henry,22,3,19,37,1
queen,9,6,6,73,0
nina,8,4,21,90,1
linda,8,7,5,85,1
kevin,14,8,19,45,0
emma,8,9,22,64,0
jack,22,11,30,111,0
paul,12,13,21,72,1
irene,15,5,11,78,1
tom,11,2,30,48,0
grace,10,13,11,14,1
kevin,16,12,30,16,0
nina,14,11,7,52,1
mike,21,6,9,38,0
frank,15,14,7,37,1
jack,23,13,9,14,0
mike,23,7,22,74,1
queen,8,4,17,18,1
linda,11,9,25,64,1
sarah,8,1,26,30,0
bob,22,7,28,61,0
oscar,17,3,21,92,1
kevin,6,7,8,80,1
frank,12,3,13,96,1
david,13,1,13,33,0
grace,9,2,20,50,1
oscar,15,15,5,113,1
grace,11,6,8,56,1
paul,11,8,18,74,0
henry,22,4,9,77,0
tom,8,2,19,25,1
frank,16,11,18,95,0
henry,23,12,5,46,0
david,12,11,5,112,0
sarah,9,12,9,86,0
jack,23,56,105,111,6
paul,13,1,28,91,1
robert,7,1,21,97,1
kevin,7,6,25,85,0
queen,12,1,22,36,1
kevin,9,8,27,110,0
grace,9,9,29,32,0
mike,22,9,23,85,0
tom,11,3,17,65,0
henry,23,9,5,62,0
charlie,16,15,5,71,1
paul,13,7,8,116,0
nina,16,7,10,16,0
bob,22,8,11,105,1
henry,22,15,25,29,1
robert,10,12,24,119,0
kevin,7,11,29,15,1
queen,6,6,13,96,1
linda,8,12,19,23,1
paul,9,13,21,85,0
charlie,13,7,20,49,1
bob,21,11,27,107,0
nina,7,3,10,69,1
henry,21,8,19,84,0
queen,21,15,18,39,0
emma,8,9,10,118,0
robert,9,9,15,15,1
linda,9,7,21,55,1
kevin,18,12,16,106,1
tom,18,3,17,96,1
paul,18,1,5,105,0
kevin,22,1,15,36,1
sarah,8,5,16,68,0
tom,7,12,30,53,1
sarah,9,9,6,109,0
oscar,11,3,9,34,1
nina,14,5,24,51,0
bob,21,2,18,56,1
linda,10,7,17,23,0
frank,16,7,12,61,1
tom,22,6,19,41,1
emma,10,8,22,114,1
kevin,21,12,16,95,0
frank,14,10,14,106,1
sarah,8,1,27,65,0
linda,11,8,6,22,0
paul,11,5,12,91,0
emma,10,6,5,71,1
linda,8,15,8,18,0
oscar,17,3,22,58,0
irene,13,15,7,106,1
tom,22,13,27,88,0
grace,8,15,7,23,1
david,13,3,6,106,1
mike,23,11,18,33,1
nina,14,15,7,39,1
sarah,11,6,19,112,0
queen,19,4,7,35,1
mike,22,11,18,30,1
paul,17,8,7,65,1
kevin,15,2,17,52,0
bob,23,2,6,70,0
henry,21,14,13,44,1
queen,14,4,6,27,0
david,13,15,30,19,1
tom,8,5,16,104,1
david,14,11,17,74,1
linda,10,13,27,44,0
alice,9,6,16,114,1
frank,14,9,12,46,0
bob,22,9,6,98,0
charlie,12,14,19,111,0
henry,22,15,30,93,1
tom,11,8,27,32,0
nina,10,9,27,81,0
charlie,14,4,24,35,0
sarah,9,6,20,73,1
emma,11,1,9,20,0
alice,8,1,10,63,0
irene,9,14,16,40,0
emma,11,4,28,104,0
oscar,14,8,5,56,1
alice,10,8,9,117,1
queen,8,7,18,12,1
charlie,15,3,12,82,1
linda,9,15,9,37,1
grace,10,10,16,69,1
robert,19,3,6,23,1
sarah,9,12,10,51,1
paul,18,5,28,114,0
mike,21,4,22,45,1
henry,21,3,13,11,1
kevin,6,3,24,14,1
bob,23,3,24,107,0
david,14,6,26,72,0
jack,22,2,21,39,1
sarah,10,14,18,38,0
queen,9,11,13,63,0
oscar,7,15,17,47,0
henry,22,5,8,116,0
mike,21,13,14,22,1
alice,11,8,8,45,1
henry,21,10,7,55,1
oscar,6,11,5,19,1
jack,21,14,23,75,0
bob,23,4,27,15,1
sarah,11,1,21,99,0
robert,20,6,21,60,1
queen,8,1,8,105,1
nina,11,4,14,68,1
kevin,13,4,23,101,0
paul,12,116,96,62,3
jack,23,6,12,68,0
jack,21,2,12,53,1
robert,12,8,11,73,1
linda,11,13,27,99,1
mike,22,2,20,105,1
linda,8,2,14,92,0
frank,12,5,16,20,1
david,13,12,14,65,0
oscar,22,4,15,69,0
queen,6,10,14,119,0
oscar,6,1,10,88,0
irene,8,49,80,29,7
irene,16,8,29,69,0
frank,16,7,24,14,1
jack,22,15,25,46,0
frank,16,7,17,11,0
kevin,8,6,6,32,0
nina,9,9,16,33,1
linda,11,14,30,86,1
grace,10,10,22,37,0
frank,13,12,25,20,1
alice,10,1,24,23,0
henry,22,6,9,102,1
tom,22,13,18,116,0
bob,21,8,14,69,0
paul,15,89,80,64,3
grace,11,5,24,117,0
kevin,13,12,13,62,0
grace,10,5,23,94,1
frank,16,2,29,46,0
jack,23,11,20,114,0
henry,22,15,14,117,0
sarah,11,11,15,62,0
queen,13,11,8,59,1
frank,12,1,17,83,1
emma,11,4,28,105,1
oscar,15,8,9,16,0
grace,10,12,14,97,0
mike,21,15,16,68,0
bob,21,12,16,103,0
paul,12,8,8,118,0
bob,22,8,30,70,1
linda,11,14,21,106,1
irene,6,8,11,92,1
nina,13,7,15,77,0
jack,22,4,9,117,0
queen,19,6,13,18,1
robert,10,10,24,32,1
alice,8,4,12,73,1
tom,22,4,11,52,1
sarah,11,10,7,51,0
bob,23,8,24,90,0
linda,8,105,141,26,5
kevin,13,14,13,55,0
henry,21,11,11,115,1
mike,22,8,19,49,1
kevin,8,11,27,74,1
kevin,8,4,28,53,0
emma,10,14,26,80,0
henry,22,4,28,108,1
oscar,14,1,11,116,1
bob,21,7,12,61,1
robert,22,7,12,104,1
david,15,9,7,97,0
paul,16,9,20,32,1
emma,9,2,26,92,1
david,15,11,13,63,0
tom,12,13,28,66,1
nina,7,12,8,58,1
irene,13,11,9,19,1
irene,8,71,125,100,8
robert,15,13,15,56,1
mike,22,3,22,86,0
sarah,9,7,5,47,1
queen,21,2,19,64,1
paul,9,9,9,72,1
charlie,14,6,20,33,0
jack,22,2,9,23,1
jack,23,13,19,119,0
grace,10,8,20,35,0
tom,12,4,8,114,1
oscar,6,6,15,46,1
queen,18,2,29,90,0
kevin,21,9,29,37,0
robert,21,10,15,64,0
irene,22,3,28,70,0
nina,12,14,11,31,0
henry,22,14,17,37,1
kevin,6,4,10,32,1
henry,23,5,16,73,1
sarah,11,4,25,45,0
kevin,8,66,183,64,6
paul,16,12,29,116,1
henry,22,7,9,63,0
bob,23,14,19,58,0
robert,19,13,6,97,1
henry,22,11,22,25,0
emma,11,9,9,41,0
grace,11,10,22,59,1
emma,10,12,14,24,1
linda,8,13,6,44,0
mike,23,4,19,87,0
sarah,9,13,23,49,1
kevin,16,3,15,13,0
paul,14,4,19,90,1
paul,8,5,21,102,0
tom,7,12,10,71,1
emma,9,11,21,107,1
tom,15,10,12,18,1
emma,10,15,28,103,1
robert,12,3,11,18,0
charlie,16,14,12,40,1
robert,22,12,25,77,1
grace,9,10,13,26,1
oscar,12,7,28,81,1
henry,22,14,6,77,1
emma,8,1,28,52,1
henry,22,10,5,92,0
david,13,5,23,92,1
mike,21,7,25,43,0
kevin,22,13,18,53,0
alice,8,4,6,105,0
robert,22,13,17,99,1
kevin,20,14,5,53,0
charlie,14,4,26,55,1
emma,8,9,5,20,0
tom,19,13,9,20,1
kevin,13,8,30,35,0
nina,14,1,28,47,0
linda,10,6,7,59,1
jack,23,2,24,55,1
mike,21,5,28,18,1
robert,10,4,13,99,1
henry,22,6,24,83,0
henry,23,1,26,115,0
bob,21,7,12,101,1
paul,15,8,26,21,0
kevin,22,14,11,114,1
nina,19,6,29,16,0
linda,8,11,12,112,0
emma,8,77,196,67,5
frank,15,15,27,49,0
henry,21,10,30,93,0
oscar,9,9,26,38,1
alice,9,1,29,69,1
emma,9,13,15,106,1
irene,18,12,14,101,0
mike,22,9,8,73,0
alice,11,8,19,67,1
alice,9,12,29,54,1
bob,23,14,28,107,1
queen,12,1,23,96,0
robert,12,5,23,110,0
grace,8,12,15,39,1
kevin,11,3,8,92,1
mike,21,12,6,56,0
sarah,8,5,16,29,0
robert,14,4,21,33,0
frank,13,1,19,33,0
jack,22,9,9,86,1
mike,22,11,21,110,1
linda,11,1,18,18,0
paul,19,5,13,47,1
kevin,22,11,8,22,0
queen,17,9,29,62,0
bob,21,11,19,28,1
kevin,7,7,6,99,1
kevin,21,13,30,37,0
kevin,22,6,15,107,1
kevin,15,81,122,52,4
charlie,15,7,29,54,0
sarah,11,15,24,71,1
robert,6,4,7,42,0
kevin,8,7,20,40,1
henry,23,11,24,89,1
queen,7,14,12,15,0
alice,8,15,21,91,0
grace,11,15,28,68,0
paul,16,6,22,33,1
emma,10,14,10,47,0
sarah,9,10,14,110,1
nina,21,1,7,115,1
kevin,11,13,7,99,0
oscar,11,4,12,28,0
oscar,6,14,30,81,0
oscar,20,5,27,82,1
mike,22,9,28,34,0
robert,21,13,14,12,0
bob,23,12,20,109,1
grace,11,7,26,72,1
linda,9,4,22,108,1
nina,12,13,28,35,0
david,14,1,30,49,1
kevin,10,3,10,78,0
kevin,19,6,25,66,0
frank,14,2,18,109,1
emma,8,15,12,52,1
mike,22,7,19,94,1
irene,20,13,20,32,1
paul,8,15,26,45,1
paul,8,2,22,108,0
sarah,8,9,11,56,0
oscar,8,13,14,30,1
oscar,17,14,25,101,1
grace,11,13,29,40,1
david,16,10,14,60,1
robert,20,10,28,101,1
jack,22,15,5,47,0
bob,23,12,26,97,0
bob,22,2,21,57,0
david,12,4,25,80,1
linda,9,5,29,23,0
oscar,20,8,23,45,0
nina,17,12,15,67,1
emma,8,3,26,72,1
bob,23,111,156,61,4
queen,9,15,22,19,1
bob,22,11,23,29,0
mike,21,5,13,44,1
sarah,9,13,17,14,1
paul,10,5,28,115,0
alice,10,13,28,102,1
david,15,102,193,94,4
kevin,12,4,17,21,0
emma,10,13,29,83,0
emma,9,3,17,100,1
david,14,8,24,66,0
irene,12,2,22,42,1
linda,9,14,25,102,0
emma,9,12,20,62,1
henry,22,13,8,12,1
oscar,13,4,5,16,0
alice,9,11,24,103,0
linda,10,7,16,83,1
frank,14,7,8,20,0
paul,11,2,13,75,0
alice,10,11,24,33,1
kevin,7,2,24,112,0
robert,18,14,18,91,0
alice,11,6,18,47,0
oscar,12,2,23,13,1
irene,14,7,29,96,1
irene,13,11,13,78,0
linda,11,61,126,28,3
queen,13,13,16,53,1
emma,9,4,10,117,1
queen,19,11,28,44,0
alice,11,4,9,116,0
sarah,8,5,22,12,0
frank,16,9,5,118,1
robert,9,5,13,60,1
frank,16,8,14,25,0
oscar,16,10,26,91,1
grace,10,12,9,49,1
queen,10,12,10,89,0
grace,9,5,26,34,1
alice,9,11,28,20,0
oscar,15,15,30,82,1
jack,23,4,20,113,0
paul,6,13,12,105,1
jack,22,3,27,115,1
queen,16,6,19,19,1
paul,12,1,21,10,0
emma,10,8,27,59,0
nina,11,8,29,63,0
bob,23,13,27,98,0
sarah,9,12,25,16,1
robert,9,8,19,120,0
linda,11,2,23,76,0
queen,9,8,12,82,1
alice,8,11,26,65,0
frank,13,4,8,61,1
jack,21,13,28,20,1
nina,8,13,23,51,0
grace,11,9,27,34,0
paul,20,4,21,11,0
bob,23,14,7,21,1
bob,21,15,7,49,0
irene,15,10,5,15,1
jack,21,3,10,86,0
emma,11,9,18,65,1
irene,17,5,27,110,0
linda,10,13,9,100,1
grace,10,6,25,57,1
robert,15,15,10,18,0
nina,7,10,17,100,0
linda,9,84,95,77,5
mike,23,7,15,72,1
jack,21,12,8,13,0
henry,23,10,16,75,0
queen,20,4,14,15,0
frank,14,4,20,75,0
grace,9,1,23,95,0
mike,23,3,11,90,1
emma,9,4,18,20,0
alice,8,4,14,112,1
tom,14,6,14,10,0
frank,15,4,13,111,0
queen,10,9,23,13,1
jack,22,2,20,76,1
nina,19,10,7,34,1
david,16,15,24,83,1
robert,8,1,23,27,0
kevin,18,5,12,39,1
henry,23,9,9,86,0
david,14,5,29,24,1
paul,7,11,5,104,1
nina,20,11,19,91,1
david,16,8,20,20,1
queen,9,12,5,90,1
alice,8,5,7,50,0
linda,11,5,9,16,1
paul,17,4,16,34,0
frank,13,14,6,18,1
charlie,14,8,11,66,1
queen,18,8,10,37,1
oscar,20,1,13,70,0
paul,18,7,5,99,1
paul,11,11,29,18,1
sarah,11,2,29,18,0
nina,18,5,10,75,1
mike,21,15,24,72,0
robert,14,14,23,77,0
david,16,13,18,19,0
linda,10,13,9,50,1
sarah,9,4,5,113,0
sarah,11,12,9,98,1
bob,23,9,7,103,1
kevin,12,10,9,91,1
alice,11,3,6,47,0
irene,19,7,14,117,0
nina,14,12,12,64,0
mike,22,11,23,71,0
robert,19,14,6,49,0
charlie,12,6,13,88,0
alice,10,1,15,35,0
mike,21,1,18,66,0
mike,22,1,23,35,1
frank,15,1,8,100,1
tom,16,13,5,104,0
nina,10,14,11,44,0
oscar,20,4,11,65,1
alice,10,14,5,84,0
kevin,17,15,23,63,1
oscar,6,9,28,69,1
sarah,9,2,25,99,0
mike,21,14,22,16,0
tom,6,15,23,31,1
charlie,12,15,19,62,1
paul,11,4,30,67,1
robert,13,9,28,101,0
kevin,19,4,16,105,1
robert,19,1,14,100,1
emma,11,15,16,96,0
charlie,13,1,29,66,1
frank,13,13,20,16,1
irene,13,6,21,52,0
kevin,7,9,19,105,0
nina,22,12,16,10,0
david,12,9,6,70,1
david,14,5,17,32,0
robert,8,15,22,81,0
robert,8,11,10,59,0
sarah,11,11,27,50,0
tom,13,10,9,71,0
robert,10,1,27,118,1
alice,8,7,25,65,0
nina,12,11,17,105,1
henry,21,14,17,118,1
david,12,93,127,10,8
bob,23,12,10,32,0
sarah,8,4,8,16,0
queen,14,4,29,78,1
david,13,4,8,62,0
kevin,20,11,5,31,1
nina,21,15,29,99,0
sarah,8,10,28,63,1
frank,13,10,5,82,1
irene,16,6,6,27,0
jack,22,10,29,90,1
linda,10,11,20,92,0
alice,11,12,20,39,1
mike,22,9,14,44,1
henry,22,2,13,110,0
emma,11,9,5,55,1
emma,9,8,24,76,0
kevin,10,9,24,13,0
charlie,12,1,23,32,1
kevin,6,13,30,11,1
irene,10,8,5,78,1
kevin,12,13,28,78,1
linda,9,11,26,16,1
mike,23,6,8,49,0
alice,8,8,26,35,1
henry,23,4,22,87,0
henry,21,6,10,86,0
frank,15,9,5,99,1
alice,8,11,24,20,0
linda,8,7,14,21,1
nina,21,10,30,86,1
henry,22,8,7,110,0
tom,10,9,10,14,0
charlie,16,14,15,32,1
emma,9,3,30,37,1
robert,22,6,16,59,1
queen,18,10,14,75,1
robert,14,8,18,114,1
grace,9,2,26,58,0
paul,8,3,22,14,0
linda,9,5,24,85,1
kevin,15,1,13,116,1
alice,11,13,14,42,0
alice,8,12,18,28,1
robert,15,8,5,110,1
oscar,19,12,12,79,0
sarah,9,14,14,60,1
nina,19,6,13,61,0
grace,8,9,26,106,0
alice,11,13,17,99,0
david,16,3,8,96,1
oscar,14,13,24,104,0
queen,10,8,13,97,0
linda,8,11,30,106,1
bob,21,12,20,41,0
linda,9,2,20,69,0
nina,12,8,29,58,0
oscar,17,4,24,99,0
grace,10,12,9,41,1
bob,21,1,18,46,1
sarah,11,11,14,56,0
sarah,10,12,29,49,0
henry,21,12,26,41,1
tom,17,5,27,118,0
david,15,12,8,52,0
frank,16,13,18,72,0
oscar,8,2,20,75,0
grace,8,4,17,106,0
oscar,15,8,5,69,0
nina,20,3,15,50,1
henry,23,11,14,93,0
robert,22,5,11,18,0
jack,23,9,24,64,0
nina,9,4,29,86,0
charlie,16,14,24,75,0
irene,7,11,7,115,0
oscar,10,1,5,54,0
grace,8,1,30,105,1
bob,22,2,22,51,1
jack,23,2,14,35,1
nina,16,12,12,56,0
nina,20,9,19,62,1
charlie,15,1,16,26,1
queen,13,14,8,106,1
queen,7,12,18,115,1
sarah,8,4,20,47,0
paul,12,3,29,107,1
paul,8,10,8,87,1
bob,22,11,13,20,0
mike,21,12,7,110,0
henry,23,3,26,55,1
kevin,16,10,18,39,0
queen,14,15,11,33,0
linda,8,94,119,24,8
alice,11,4,29,115,0
paul,7,13,13,27,1
frank,14,1,13,105,0
emma,9,5,22,20,1
bob,21,1,10,29,0
jack,21,3,13,37,0
jack,23,15,24,16,1
tom,11,8,28,73,1
tom,10,10,22,101,0
tom,12,9,16,103,0
charlie,14,6,10,81,1
paul,15,4,6,29,1
robert,13,8,23,87,0
henry,23,10,11,31,1
charlie,14,9,16,19,1
nina,21,7,6,113,0
paul,17,2,17,106,0
robert,12,15,9,62,1
kevin,13,15,8,45,0
linda,8,5,5,94,0
linda,8,7,15,35,0
frank,16,12,30,116,1
queen,11,5,9,52,1
bob,22,6,12,90,0
grace,10,12,14,51,1
irene,13,3,13,39,1
mike,23,7,24,106,0
henry,21,12,17,104,0
henry,21,1,17,116,0
kevin,21,7,14,31,1
nina,22,8,25,111,1
grace,8,11,12,87,0
david,16,13,7,54,1
sarah,8,13,14,119,1
grace,8,8,16,10,1
alice,8,11,10,35,1
tom,20,6,30,33,0
henry,22,7,20,24,1
robert,14,5,20,12,1
tom,18,12,24,86,0
sarah,10,8,25,109,1
paul,15,12,15,56,0
oscar,9,6,30,109,0
oscar,15,6,28,46,1
jack,21,6,9,26,0
robert,18,13,13,89,0
emma,11,4,24,40,0
robert,7,3,10,51,1
mike,23,6,21,23,0
nina,20,12,12,68,1
mike,21,5,17,33,1
paul,6,10,16,73,1
mike,23,8,9,24,1
jack,23,2,27,118,0
robert,18,1,6,93,0
paul,20,13,13,62,1
kevin,22,5,19,86,0
kevin,16,8,17,70,1
oscar,20,8,13,46,1
paul,13,7,9,91,1
sarah,11,12,22,37,0
frank,15,5,28,46,0
grace,10,15,14,59,0
nina,14,12,26,74,0
queen,20,9,27,95,1
nina,16,2,9,100,1
paul,20,1,21,61,0
charlie,16,14,10,13,1
tom,15,15,15,105,0
david,15,8,28,18,1
frank,15,1,28,31,0
alice,11,4,13,93,1
bob,21,2,7,117,1
linda,11,4,22,101,1
tom,17,11,28,34,0
paul,11,7,17,60,0
linda,10,12,26,58,1
alice,9,7,24,87,0
tom,6,1,20,21,0
tom,15,13,27,62,0
irene,6,3,19,51,1
paul,21,3,9,98,1
jack,22,8,30,100,0
frank,15,8,6,111,1
bob,21,6,20,53,1
david,13,13,12,31,0
sarah,8,1,17,39,0
robert,21,15,16,97,1
mike,22,52,128,13,7
david,12,14,9,46,1
irene,8,3,19,51,1
sarah,8,2,10,24,1
bob,23,14,30,84,1
paul,11,5,30,100,0
emma,8,11,21,13,0
queen,6,4,5,101,0
irene,8,2,21,105,0
paul,18,11,11,106,1
grace,11,4,16,75,0
david,13,8,9,41,1
irene,17,7,19,85,1
david,16,5,19,72,1
paul,17,11,28,45,0
jack,22,12,21,45,0
jack,23,11,7,52,1
henry,23,7,25,50,1
charlie,13,12,7,107,1
mike,21,5,30,58,1
grace,11,6,26,86,0
irene,19,12,21,40,1
sarah,10,2,19,26,1
kevin,11,5,30,76,1
irene,21,14,16,24,1
kevin,13,7,28,49,0
queen,13,5,14,78,1
david,15,11,28,76,0
david,15,2,8,116,0
mike,21,6,15,104,1
jack,22,1,5,49,0
charlie,12,15,17,20,0
david,13,12,25,106,0
linda,9,8,22,41,1
paul,15,13,9,118,0
nina,17,15,8,58,1
alice,9,4,12,100,0
bob,22,15,14,76,0
frank,14,13,7,98,1
oscar,6,5,17,104,0
irene,11,14,14,32,0
alice,11,8,18,12,1
linda,8,2,21,95,1
mike,23,2,14,89,0
robert,15,2,25,110,1
queen,13,113,154,38,5
nina,20,10,7,76,1
frank,13,8,20,34,0
robert,7,7,14,33,0
paul,8,7,8,64,1
irene,13,11,29,31,1
frank,16,5,13,53,0
mike,23,8,17,40,0
irene,18,118,191,59,7
nina,8,7,11,48,0
charlie,16,12,26,56,0
grace,8,2,28,107,1
irene,18,7,30,94,1
jack,23,9,30,44,1
charlie,13,8,13,52,1
emma,11,9,24,19,1
linda,10,10,23,72,0
robert,22,2,15,60,1
sarah,8,9,10,114,0
paul,8,8,26,38,1
charlie,15,8,10,32,1
bob,22,15,18,26,0
linda,8,5,27,69,1
robert,13,6,6,13,1
paul,11,4,5,10,0
sarah,9,8,8,86,1
charlie,15,12,20,77,1
linda,10,14,17,62,0
henry,21,10,9,21,0
nina,7,10,23,40,0
irene,21,9,12,18,1
paul,17,13,19,51,1
kevin,16,4,30,75,1
queen,17,15,30,80,0
emma,9,3,13,120,0
bob,21,10,20,49,1
kevin,19,11,28,42,0
alice,11,6,9,74,1
henry,23,10,23,28,0
mike,21,9,24,22,0
oscar,21,4,7,69,0
charlie,12,4,16,23,1
alice,10,7,25,52,1
robert,17,13,20,63,0
irene,7,13,6,72,1
robert,16,3,26,76,1
emma,9,15,6,11,0
kevin,20,11,24,85,0
sarah,8,1,11,26,1
tom,14,12,5,87,0
sarah,11,12,8,30,1
robert,22,10,20,52,0
tom,14,5,11,63,1
mike,23,9,13,71,0
robert,8,11,17,91,1
frank,14,117,156,46,8
oscar,12,71,126,75,3
tom,9,1,15,65,1
henry,23,10,18,100,1
jack,23,3,6,16,1
bob,22,12,8,117,0
kevin,6,4,25,18,0
mike,23,7,10,30,1
david,16,1,17,111,0
robert,15,9,12,38,0
linda,9,7,13,80,0
bob,22,15,29,76,1
grace,11,14,21,86,1
bob,23,4,30,91,0
charlie,14,5,17,113,1
robert,10,14,9,35,0
emma,11,13,25,117,1
grace,9,5,9,63,0
nina,9,9,20,37,0
linda,10,14,15,28,0
mike,23,12,9,75,0
oscar,8,2,13,94,0
david,15,10,22,98,1
irene,11,15,29,68,0
linda,10,3,25,67,1
mike,23,8,27,80,0
linda,11,14,11,50,0
nina,7,13,9,30,1
linda,8,3,17,38,0
paul,14,4,21,92,1
charlie,12,4,28,51,0
jack,21,9,5,88,0
oscar,11,8,17,79,0
oscar,17,6,9,85,0
oscar,15,2,26,60,1
